           0           0   0.0000000000000000        0.0000000000000000     
           5           0   0.0000000000000000        0.0000000000000000     
          10           0   0.0000000000000000        0.0000000000000000     
          15           0   0.0000000000000000        0.0000000000000000     
          20           0   0.0000000000000000        0.0000000000000000     
          25           0   0.0000000000000000        0.0000000000000000     
          30           0   0.0000000000000000        0.0000000000000000     
          35           0   0.0000000000000000        0.0000000000000000     
          40           0   0.0000000000000000        0.0000000000000000     
          45           0   0.0000000000000000        0.0000000000000000     
          50           0   0.0000000000000000        0.0000000000000000     
          55           0   0.0000000000000000        0.0000000000000000     
          60           0   0.0000000000000000        0.0000000000000000     
          65           0   0.0000000000000000        0.0000000000000000     
          70           0   0.0000000000000000        0.0000000000000000     
          75           0   0.0000000000000000        0.0000000000000000     
          80           0   0.0000000000000000        0.0000000000000000     
          85           0   0.0000000000000000        0.0000000000000000     
          90           0   0.0000000000000000        0.0000000000000000     
          95           0   0.0000000000000000        0.0000000000000000     
           0           1 -0.44047456082324865      -0.24487597079847490     
           5           1 -0.68931990209630811       0.67602706665725876     
          10           1 -0.10971993186004170       0.22056745098586461     
          15           1 -0.12247280378296921       0.28440764552550846     
          20           1 -0.11357921636090396      -0.24552353361961821     
          25           1 -0.32320323734680301       0.15116170217654989     
          30           1  -2.1030356854723209      -0.96499685310336147     
          35           1   8.8163270994812137E-002  0.11036409395259739     
          40           1 -0.50253446847392524      -0.53177479649391124     
          45           1 -0.88616750137049394       -1.0081940146866586     
          50           1   3.1443707939615706E-002  -2.3873798670193125E-002
          55           1  0.18363361281359403      -0.12813495012475862     
          60           1 -0.21318331118180822       0.17983137409194327     
          65           1 -0.53333827374046905       0.27612362202500407     
          70           1 -0.22893449262539889        7.8037760572469139E-002
          75           1 -0.41450992370073436       -8.0349219777620107E-002
          80           1  0.40060446572454111       -6.8418149461457745E-002
          85           1 -0.32052485245515072       -4.4552826451438321E-002
          90           1 -0.61557071347806414       0.48935193461496773     
          95           1 -0.63466078607632426       0.36957521041491859     
           0           2 -0.12845067668132426        8.6840347250927152E-002
           5           2  -1.5057926122219456       0.75674201166497923     
          10           2  -1.4336057919628331       0.50027535586805172     
          15           2 -0.91324761042343994        1.0578391704929579     
          20           2  -1.0936372739855926      -0.11746885973940024     
          25           2  -1.3868521191895411       0.30237586049475240     
          30           2  -1.7654868017125125      -0.33348921964160283     
          35           2  -1.2955132120850976      -0.44735293026842982     
          40           2  -2.2931997847663865       -1.8447360936635349     
          45           2  -1.6536925709687011      -0.85794572695307991     
          50           2 -0.77722241307753848       -9.1054325661588109E-002
          55           2 -0.76114001696936384      -0.15766164933816995     
          60           2  -1.1518073857885724      -0.97168296342209359     
          65           2 -0.64878863618389460       0.32892572424225719     
          70           2 -0.71236609798575046        7.6969968605400396E-002
          75           2  -1.4962880860025507       0.31862267474869199     
          80           2 -0.33312894444748054      -0.11699852372037967     
          85           2 -0.65099580702110416       0.23554133051328918     
          90           2 -0.86051713601875690       0.70948038250140399     
          95           2 -0.40799715165462658       -4.9876213048527518E-002
           0           3 -0.96307863260564064       0.44819558095987588     
           5           3  -1.4230194031394916       0.45823304947179011     
          10           3  -1.4050144187560676       0.25954098313407670     
          15           3  -3.1662228734230524      -0.44637485321130654     
          20           3  -4.4174510927419419      -0.24550063260075916     
          25           3  -5.8176590115976978        1.1749080742773366     
